,filename,smiles,electronic_energy (Hartree),HOMO_LUMO_gap (eV),dipole_moment (Debye),crystal_density (g/cc),crystal_density (g/cc),heat_of_formation (kcal/mol),Q(cal/g),D(km/s),p(GPa)
512,molecule_00782.xyz,[O-][N+](=O)C1=COC(=N)N=C1,-544.0139339,4.344876172,0.7795,1.636,1.636,2.421,131.7659574,3.690080658,5.693283574
513,molecule_00783.xyz,[O-][N+](=O)C1=NOC(=N)N=C1,-559.9890837,4.065957272,2.9378,1.707,1.707,53.213,119.4225352,4.033650254,6.987459282
514,molecule_00784.xyz,[O-][N+](=O)C1=CN=C(O1)C#C,-526.7045353,4.46134182,3.701,1.597,1.597,37.431,8.52173913,1.732318634,1.235347647
515,molecule_00792.xyz,[O-][N+](=O)C1=CNC(=N1)C#N,-522.9528456,5.2586417,6.0572,1.658,1.658,46.276,413.3913043,4.972413625,10.42604059
516,molecule_00793.xyz,[O-][N+](=O)C1=CNC(=N)N=N1,-540.1632814,4.006091752,4.953,1.69,1.69,71.221,953.2340426,6.508378877,18.07833777
517,molecule_00794.xyz,[O-][N+](=O)C1=CNN=C1C#N,-522.9340741,5.469803716,7.4015,1.673,1.673,57.938,497.8985507,5.241284797,11.65016305
518,molecule_00795.xyz,[O-][N+](=O)C1=CNN=CC1=N,-524.1418539,3.9388791,5.2529,1.645,1.645,50.051,1183.207143,6.078643718,15.50335254
519,molecule_00796.xyz,[O-][N+](=O)C1=CNN=NC1=N,-540.1391053,4.14432668,5.9303,1.742,1.742,84.486,1047.312057,6.804235035,20.13351804
520,molecule_00798.xyz,[O-][N+](=O)C1=CN(N=C)N=C1,-524.1182497,5.283948488,4.8146,1.525,1.525,68.816,1317.242857,5.93357281,14.05840467
521,molecule_00799.xyz,[O-][N+](=O)C1=NN(C=C)N=C1,-524.1250526,4.693456768,4.34,1.507,1.507,65.149,1291.05,5.857533324,13.59131451
522,molecule_00800.xyz,[O-][N+](=O)C1=CN(C=N)N=C1,-524.1525507,5.375923696,4.9819,1.55,1.55,45.198,1148.542857,5.796201545,13.56127197
523,molecule_00801.xyz,[O-][N+](=O)C1=NN(C=N)N=C1,-540.1699798,5.323405308,2.6311,1.59,1.59,71.461,954.9361702,6.246513264,16.01646745
524,molecule_00802.xyz,[O-][N+](=O)C1=CN(N=C)N=N1,-540.1300207,5.501369172,6.057,1.614,1.614,95.251,1123.659574,6.572013448,17.90233807
525,molecule_00803.xyz,[O-][N+](=O)C1=CN=NC(=N)N1,-540.1575973,2.963887472,0.6322,1.636,1.636,77.769,999.6737589,6.441618211,17.34926417
526,molecule_00804.xyz,[O-][N+](=O)C1=CN=NC(=N)O1,-559.9930238,3.541317624,2.0101,1.688,1.688,51.285,105.8450704,3.883731126,6.432640894
527,molecule_00805.xyz,[O-][N+](=O)C1=CN(C=O)N=C1,-544.0296209,5.400414136,2.7741,1.6,1.6,-6.142,71.03546099,3.114615694,3.998270505
528,molecule_00809.xyz,[O-][N+](=O)C1=NC(=N)NN=C1,-540.1750983,3.37695956,2.7093,1.638,1.638,66.393,918.9929078,6.312762098,16.67512852
529,molecule_00810.xyz,[O-][N+](=O)C1=CN=NN1C=C,-524.1118601,4.31848092,1.8817,1.513,1.513,75.091,1362.064286,5.952119892,14.07148998
530,molecule_00811.xyz,[O-][N+](=O)C1=CN=NN1C=N,-540.150307,5.015914228,2.5789,1.61,1.61,83.079,1037.333333,6.43116731,17.11576181
531,molecule_00813.xyz,[O-][N+](=O)C1=CN=NN1N=C,-540.1184338,4.932646732,2.7877,1.591,1.591,104.869,1191.87234,6.605193732,17.91597902
532,molecule_00814.xyz,[O-][N+](=O)C1=NN(N=C)N=C1,-540.134684,5.101902884,3.104,1.588,1.588,94.233,1116.439716,6.489848785,17.27443892
533,molecule_00816.xyz,[O-][N+](=O)C1=C(ON=C1)C#C,-526.6712878,4.779445424,2.1681,1.585,1.585,60.084,172.673913,3.656742126,5.47755997
534,molecule_00819.xyz,[O-][N+](=O)C1=NC(=N)ON=C1,-559.9922282,3.71846514,1.0587,1.702,1.702,51.36,106.3732394,3.910722056,6.556082481
535,molecule_00830.xyz,[O-][N+](=O)C1=COC=NC1=N,-544.0058438,4.732369356,5.4491,1.673,1.673,5.52,153.7446809,3.894171069,6.431118883
536,molecule_00832.xyz,[O-][N+](=O)C1=COC(=N)N=N1,-559.9984813,4.040650484,2.3915,1.716,1.716,46.817,74.38028169,3.59638956,5.572788758
537,molecule_00835.xyz,[O-][N+](=O)C1=CON=C1C#C,-526.6671993,5.072786472,1.1041,1.589,1.589,62.428,189.6594203,3.749889989,5.769660331
538,molecule_00840.xyz,[O-][N+](=O)C1=NN2CCC2=N1,-524.108363,5.498920128,8.2197,1.615,1.615,68.447,1314.607143,6.163253033,15.75093989
539,molecule_00841.xyz,[O-][N+](=O)C1=NC(C=C)=NN1,-524.149392,4.056161096,3.239,1.553,1.553,47.078,1161.971429,5.820589215,13.69317199
540,molecule_00842.xyz,[O-][N+](=O)C1=NC(C=C)=NO1,-543.9729306,4.396578212,3.7022,1.561,1.561,31.304,336.6099291,4.519693305,8.28445367
541,molecule_00846.xyz,[O-][N+](=O)C1=NC=CN1C=N,-524.1587829,4.50896212,4.2004,1.575,1.575,41.985,1125.592857,5.829192627,13.86165889
542,molecule_00847.xyz,[O-][N+](=O)C1=NC=CN1C=O,-544.0352963,4.513860208,3.1532,1.632,1.632,-9.488,47.30496454,2.851601816,3.394597411
543,molecule_00848.xyz,[O-][N+](=O)C1=NC=CN1N=C,-524.1112741,4.720396252,7.0214,1.576,1.576,70.57,1329.771429,6.079845535,15.08566127
544,molecule_00849.xyz,[O-][N+](=O)C1=NC(=CN1)C#N,-522.9542172,4.646924932,5.7986,1.649,1.649,45.814,410.0434783,4.943915788,10.27131282
545,molecule_00850.xyz,[O-][N+](=O)C1=NC=C(N1)C#N,-522.9535284,4.579440164,1.2101,1.616,1.616,48.282,427.9275362,4.928772879,10.07714529
546,molecule_00851.xyz,[O-][N+](=O)C1=NC(=CO1)C#C,-526.6991331,4.31712034,5.0557,1.605,1.605,40.183,28.46376812,2.349820281,2.28040252
547,molecule_00852.xyz,[O-][N+](=O)C1=NC=C(O1)C#C,-526.7018265,4.264874068,5.4677,1.601,1.601,39.076,20.44202899,2.159535025,1.922914199
548,molecule_00861.xyz,[O-][N+](=O)C1=NN(C=C)C=N1,-524.1402219,5.043942176,6.9845,1.562,1.562,52.46,1200.414286,5.890888032,14.07962421
549,molecule_00862.xyz,[O-][N+](=O)C1=NC(=N)C=CN1,-524.1651163,3.308114212,4.6248,1.615,1.615,34.487,1072.035714,5.85683939,14.22371714
550,molecule_00863.xyz,[O-][N+](=O)C1=NC(=N)C=CO1,-544.004499,4.143510332,3.5241,1.624,1.624,7.814,170.0141844,3.913219144,6.372491051
551,molecule_00864.xyz,[O-][N+](=O)C1=NN(C=N)C=N1,-540.1884074,5.340004384,6.3076,1.647,1.647,56.617,849.6595745,6.213314064,16.21044703
552,molecule_00865.xyz,[O-][N+](=O)C1=NC=NC(=N)N1,-540.2109298,3.562814788,1.2788,1.635,1.635,44.192,761.5390071,6.015515446,15.12400826
553,molecule_00866.xyz,[O-][N+](=O)C1=NC(=N)C=NN1,-540.1759054,3.713839168,2.0718,1.646,1.646,65.311,911.3191489,6.320477851,16.76795983
554,molecule_00868.xyz,[O-][N+](=O)C1=NC(=N)C=NO1,-559.9962527,4.775907916,2.5067,1.678,1.678,49.89,96.02112676,3.774871528,6.054473972
555,molecule_00872.xyz,[O-][N+](=O)C1=NC=NN1C=C,-524.1370095,4.329093444,3.5312,1.527,1.527,58.287,1242.035714,5.852100368,13.68700869
556,molecule_00873.xyz,[O-][N+](=O)C1=NC=NN1C=N,-540.1761771,5.475246036,4.3276,1.611,1.611,65.667,913.8439716,6.233195304,16.08467987
557,molecule_00875.xyz,[O-][N+](=O)C1=NC=NN1N=C,-540.1451332,5.08448746,4.6906,1.601,1.601,87.125,1066.028369,6.450694569,17.15743491
558,molecule_00876.xyz,[O-][N+](=O)C1=NN(C=N1)N=C,-540.1552855,5.270342688,5.8307,1.617,1.617,79.569,1012.439716,6.411038601,17.05650091
559,molecule_00877.xyz,[O-][N+](=O)C1=NC(=N)N=CN1,-540.2014125,3.738057492,5.7345,1.744,1.744,44.365,762.7659574,6.290770631,17.22161703
560,molecule_00879.xyz,[O-][N+](=O)C1=NC(=NN1)C#C,-522.8827658,4.279840448,2.8408,1.611,1.611,90.642,734.884058,5.630404754,13.12411975
561,molecule_00880.xyz,[O-][N+](=O)C1=NC(=NN1)C#N,-538.9715457,5.033329652,3.9217,1.704,1.704,71.355,213.7697842,4.669019305,9.351886763
562,molecule_00895.xyz,[O-][N+](=O)C1=C(N=CN1)C#N,-522.9535288,4.631142204,6.704,1.66,1.66,46.189,412.7608696,4.974612396,10.4432368
563,molecule_00896.xyz,[O-][N+](=O)C1=C(C=O)N=CN1,-544.0359102,4.131809344,5.7373,1.702,1.702,-14.535,11.5106383,2.06118255,1.821224237
564,molecule_00897.xyz,[O-][N+](=O)C1=C2NCC2=NN1,-524.0779764,4.11847566,4.0528,1.62,1.62,87.387,1449.892857,6.329287006,16.64414195
565,molecule_00898.xyz,[O-][N+](=O)C1=C2OCC2=NN1,-543.9291317,4.4354908,4.0446,1.686,1.686,53.058,490.893617,5.233201617,11.67087558
566,molecule_00899.xyz,[O-][N+](=O)C1=C2CNC2=NN1,-524.0808878,3.918198284,3.1536,1.603,1.603,86.32,1442.271429,6.275977784,16.25376482
567,molecule_00900.xyz,[O-][N+](=O)C1=C2COC2=NN1,-543.936725,4.158204596,1.4801,1.673,1.673,48.996,462.0851064,5.127379867,11.14929672
568,molecule_00901.xyz,[O-][N+](=O)C1=C(C=NN1)C#N,-522.9349886,4.754682868,4.2759,1.631,1.631,59.468,508.9855072,5.17958778,11.19516041
569,molecule_00902.xyz,[O-][N+](=O)C1=C(C=O)C=NN1,-544.0205588,4.03275912,2.2521,1.64,1.64,-1.662,102.8085106,3.473873267,5.053553132
570,molecule_00903.xyz,[O-][N+](=O)C1=C(C=C)N=NN1,-524.1259676,4.034663932,0.4994,1.546,1.546,63.578,1279.828571,5.944905407,14.24158436
571,molecule_00904.xyz,[O-][N+](=O)C1=C(N=NN1)C#C,-522.8581806,4.259431748,0.2122,1.606,1.606,106.912,852.7826087,5.831512877,14.05011697
572,molecule_00905.xyz,[O-][N+](=O)C1=C(N=NN1)C#N,-538.9457256,4.855093672,4.3141,1.7,1.7,88.055,333.9136691,5.211283244,11.63327088
573,molecule_00907.xyz,[O-][N+](=O)C1=NN=C2CCN12,-524.100378,5.007478632,7.0005,1.601,1.601,73.773,1352.65,6.17091698,15.7014156
574,molecule_00908.xyz,[O-][N+](=O)C1=NN=C(O1)C=C,-543.9847856,4.516037136,5.1461,1.574,1.574,22.436,273.7163121,4.315871782,7.595465619
575,molecule_00911.xyz,[O-][N+](=O)C1=NN=CN1C=C,-524.1229712,4.755771332,6.055,1.549,1.549,65.147,1291.035714,5.965597427,14.35937015
576,molecule_00912.xyz,[O-][N+](=O)C1=NN=CN1C=N,-540.1725943,4.720124136,5.1407,1.661,1.661,67.638,927.822695,6.388331144,17.22888117
577,molecule_00914.xyz,[O-][N+](=O)C1=NN=CN1N=C,-540.1259613,5.054010468,6.994,1.641,1.641,96.635,1133.475177,6.660936398,18.58696513
578,molecule_00918.xyz,[O-][N+](=O)C1=NNC=C1C#N,-522.9337465,5.277145588,7.5084,1.66,1.66,58.858,504.5652174,5.230749777,11.54634476
579,molecule_00919.xyz,[O-][N+](=O)C1=NNC=C1C=O,-544.0205245,4.54705836,5.1515,1.674,1.674,-3.235,91.65248227,3.423173012,4.971387653
580,molecule_00920.xyz,[O-][N+](=O)C1=NNC(C=C)=N1,-524.1502571,5.063262412,7.2479,1.598,1.598,44.481,1143.421429,5.909556534,14.38202834
581,molecule_00922.xyz,[O-][N+](=O)C1=NNC(=N1)C#C,-522.8836954,5.310887972,7.2001,1.671,1.671,87.324,710.8405797,5.724529486,13.88700834
582,molecule_00923.xyz,[O-][N+](=O)C1=NNC(=N1)C#N,-538.9690726,5.528580772,4.4198,1.704,1.704,73.005,225.6402878,4.732528643,9.608031155
583,molecule_00924.xyz,[O-][N+](=O)C1=NNN=C1C=C,-524.1300282,4.56202474,4.3152,1.593,1.593,58.668,1244.757143,6.023600931,14.91204797
584,molecule_00925.xyz,[O-][N+](=O)C1=NNN=C1C#C,-522.8634356,4.849651352,3.9267,1.644,1.644,101.723,815.1811594,5.858389356,14.39462594
585,molecule_00926.xyz,[O-][N+](=O)C1=NNN=C1C#N,-538.9518507,5.481232588,5.5903,1.714,1.714,83.913,304.1151079,5.11977681,11.28567481
586,molecule_00928.xyz,[O-][N+](=O)C1=C2CCN2N=N1,-524.0875498,5.623821372,7.5298,1.606,1.606,81.388,1407.042857,6.245185675,16.11417856
587,molecule_00929.xyz,[O-][N+](=O)C1=NN(C=C)N=N1,-540.1403073,5.063806644,5.6926,1.582,1.582,90.314,1088.64539,6.432658899,16.92939711
588,molecule_00930.xyz,[O-][N+](=O)C1=C(NN=N1)C=C,-524.1254042,4.766928088,6.785,1.59,1.59,61.532,1265.214286,6.040517658,14.97751347
589,molecule_00931.xyz,[O-][N+](=O)C1=C(NN=N1)C#C,-522.8601751,5.008022864,6.6102,1.652,1.652,103.389,827.2536232,5.899452361,14.64229375
590,molecule_00932.xyz,[O-][N+](=O)C1=C(NN=N1)C#N,-538.9454616,5.336466876,4.6542,1.692,1.692,88.856,339.676259,5.216666621,11.62305288
591,molecule_00934.xyz,[O-][N+](=O)C1=NN=NN1C=C,-540.1300653,4.50624096,4.4901,1.596,1.596,97.598,1140.304965,6.546398383,17.63443691
592,molecule_00935.xyz,[O-][N+](=O)C1=C(ON=N1)C=C,-543.9631087,4.76475116,4.6532,1.578,1.578,37.481,380.4184397,4.69406914,8.99993523
593,molecule_00939.xyz,[O-][N+](=O)C1=NOC=C1C#C,-526.6633594,4.514948672,4.8307,1.604,1.604,63.951,200.6956522,3.82748134,6.047737778
594,molecule_00943.xyz,[O-][N+](=O)C1=NOC(C=C)=N1,-543.9788266,5.01917962,5.591,1.581,1.581,26.431,302.0496454,4.436682931,8.050030229
595,molecule_00947.xyz,[O-][N+](=O)C1=NOC=NC1=N,-559.9941092,5.411843008,4.5691,1.696,1.696,48.798,88.33098592,3.724100572,5.932221239
596,molecule_00949.xyz,[O-][N+](=O)C1=NON=C1C=C,-543.9346691,4.539711228,3.3093,1.565,1.565,56.813,517.5248227,5.041443314,10.324972
597,molecule_00950.xyz,[O-][N+](=O)C1=NON=C1C#C,-542.6669293,4.870332168,2.964,1.645,1.645,99.246,76.10071942,3.346162833,4.697928324
598,molecule_00958.xyz,[O-][N+](=O)C1=C(N=CO1)C#C,-526.703545,4.42596674,2.945,1.605,1.605,38.025,12.82608696,1.925240968,1.530778684
599,molecule_00961.xyz,[O-][N+](=O)C1=C2NCC2=NO1,-543.9024784,4.357393508,6.3077,1.69,1.69,67.34,592.1843972,5.493407633,12.87942563
600,molecule_00963.xyz,[O-][N+](=O)C1=C2CNC2=NO1,-543.9059744,4.403381112,5.6528,1.673,1.673,65.994,582.6382979,5.433313422,12.51947168
601,molecule_00965.xyz,[O-][N+](=O)C1=C(C=NO1)C#C,-526.6644603,4.343243476,4.4146,1.579,1.579,64.465,204.4202899,3.804612189,5.914819587
602,molecule_00968.xyz,[O-][N+](=O)C1=C(C=C)N=NO1,-543.9536885,4.03139854,3.2044,1.56,1.56,44.414,429.5886525,4.801799492,9.346956111
603,molecule_00971.xyz,CC1=C(C=C(O)N1O)[N+]([O-])=O,-604.374848,4.266234648,5.9171,1.705,1.705,-49.996,483.3797468,4.693470884,9.453543285
604,molecule_00972.xyz,CC1=CC(=C(O)N1O)[N+]([O-])=O,-604.3891685,4.143510332,5.5417,1.643,1.643,-55.8,446.6455696,4.486332137,8.438364238
605,molecule_00973.xyz,CC1=CC(=C(O)N=N1)[N+]([O-])=O,-583.3367548,4.09670638,2.6921,1.55,1.55,-6.523,738.4580645,4.939585425,9.849052902
606,molecule_00974.xyz,CC1=C(C(=CO)N=N1)[N+]([O-])=O,-583.3259507,3.673566,0.9696,1.561,1.561,1.202,788.2967742,5.044712804,10.32093008
607,molecule_00975.xyz,CC1=CC(=NC(=N)O1)[N+]([O-])=O,-583.3413845,3.66948426,4.3915,1.532,1.532,-11.173,708.4580645,4.850692969,9.424162364
608,molecule_00976.xyz,CC1=CC(=N)C(=NO1)[N+]([O-])=O,-583.2791919,4.029493728,4.7676,1.52,1.52,29.777,972.6516129,5.223288082,10.87011119
609,molecule_00977.xyz,CC1=CC(=NC(=O)N1)[N+]([O-])=O,-583.3820817,4.085277508,7.9796,1.607,1.607,-40.143,521.5548387,4.639580205,8.897129215
610,molecule_00978.xyz,CC1=NN(C=O)C(=C1)[N+]([O-])=O,-583.3390323,4.94842946,5.1679,1.508,1.508,-7.716,730.7612903,4.837444592,9.273818779
611,molecule_00980.xyz,CC1=NC(=O)NC(=C1)[N+]([O-])=O,-583.3800084,3.610435088,3.7456,1.576,1.576,-37.411,539.1806452,4.617258972,8.700570458
612,molecule_00981.xyz,CC1=C(C=NN1C=O)[N+]([O-])=O,-583.3554949,5.230613752,2.3937,1.521,1.521,-16.471,674.2774194,4.768194649,9.062455585
613,molecule_00982.xyz,CC1=CC(=NN1C=O)[N+]([O-])=O,-583.3521153,5.05047296,3.9849,1.511,1.511,-15.392,681.2387097,4.759580845,8.989731952
614,molecule_00983.xyz,CC1=CC(=N)N=C(O1)[N+]([O-])=O,-583.3333139,4.000649432,4.2735,1.521,1.521,-6.198,740.5548387,4.881278962,9.497410182
615,molecule_00984.xyz,CC1=CC(=NNC1=O)[N+]([O-])=O,-583.3575193,4.41372152,2.6418,1.551,1.551,-20.533,648.0709677,4.783016734,9.238533412
616,molecule_00985.xyz,CC1=C(C(N)=NN1N)[N+]([O-])=O,-580.7239349,4.297255872,4.8755,1.557,1.557,28.469,917.6242038,6.784664049,18.63658482
617,molecule_00986.xyz,CC1=C(C(N)=NN1O)[N+]([O-])=O,-600.5588933,4.2450096,4.4742,1.632,1.632,1.953,1109.810127,5.922045789,14.64043674
618,molecule_00989.xyz,CC1=C(O)N(O)C(=C1)[N+]([O-])=O,-604.3814476,3.96881186,4.0573,1.61,1.61,-49.15,488.7341772,4.525708289,8.47597628
619,molecule_00990.xyz,CC1=NOC(=N)C(=C1)[N+]([O-])=O,-583.2845186,3.962825308,4.7232,1.535,1.535,25.142,942.7483871,5.216629561,10.91397146
620,molecule_00992.xyz,CC1=C(C(O)=CN1O)[N+]([O-])=O,-604.383147,3.976158992,5.3962,1.647,1.647,-50.954,477.3164557,4.569007011,8.765809481
621,molecule_00993.xyz,CC1=CC(O)=C(N1O)[N+]([O-])=O,-604.3906532,3.845543312,3.8596,1.565,1.565,-51.187,475.8417722,4.410534695,7.902446991
622,molecule_00994.xyz,CC1=NC(=N)OC(=C1)[N+]([O-])=O,-583.3338269,3.660504432,5.4107,1.536,1.536,-7.158,734.3612903,4.902943953,9.645072012
623,molecule_00995.xyz,CC1=CC(=O)C(=NN1)[N+]([O-])=O,-583.3337102,4.617264288,9.077,1.621,1.621,-11.425,706.8322581,5.035400283,10.53882918
624,molecule_00998.xyz,CC1=CC(=O)N=C(N1)[N+]([O-])=O,-583.3708095,3.845271196,7.3286,1.621,1.621,-34.494,558,4.746390427,9.363781782
625,molecule_01000.xyz,CC1=CC(=O)NC(=N1)[N+]([O-])=O,-583.3843658,3.987315748,2.7337,1.544,1.544,-38.18,534.2193548,4.543744913,8.312325786
626,molecule_01001.xyz,CC1=CC(=O)NN=C1[N+]([O-])=O,-583.3506351,4.441205236,1.9068,1.559,1.559,-16.381,674.8580645,4.84835277,9.525035575
627,molecule_01002.xyz,CC1=C(NN=C1[N+]([O-])=O)C=O,-583.3472309,5.343269776,3.6932,1.553,1.553,-14.248,688.6193548,4.860324415,9.54774209
628,molecule_01003.xyz,CC1=C(C(=O)NN1N)[N+]([O-])=O,-600.5633774,4.72937608,8.4352,1.692,1.692,-2.469,1081.822785,6.031385079,15.53703562
629,molecule_01004.xyz,CC1=C(C(=O)NN1O)[N+]([O-])=O,-620.4012092,4.603930604,7.7629,1.74,1.74,-30.131,275.6352201,4.625185592,9.296374637
630,molecule_01005.xyz,CC1=C(N(O)C(O)=C1)[N+]([O-])=O,-604.3831845,4.071127476,3.3601,1.615,1.615,-49.627,485.7151899,4.528199182,8.502321471
631,molecule_01007.xyz,CC1=C(ON=C1CO)[N+]([O-])=O,-604.3797406,5.040132552,3.876,1.536,1.536,-47.738,497.6708861,4.404856642,7.784938291
632,molecule_01011.xyz,CC1=C(CO)ON=C1[N+]([O-])=O,-604.3789239,4.878495648,4.4724,1.56,1.56,-48.024,495.8607595,4.446663504,8.015501372
633,molecule_01012.xyz,CC1=C(N=CN1C=O)[N+]([O-])=O,-583.3660284,4.861624456,5.0919,1.574,1.574,-27.071,605.8903226,4.749836302,9.199720201
634,molecule_01013.xyz,CC1=CN=C(N1C=O)[N+]([O-])=O,-583.3588205,4.295078944,4.0811,1.536,1.536,-19.08,657.4451613,4.769187181,9.12599766
635,molecule_01014.xyz,CC1=CN=C(NC1=O)[N+]([O-])=O,-583.3835678,3.957110872,2.7903,1.544,1.544,-36.741,543.5032258,4.563358293,8.384242094
636,molecule_01015.xyz,CC1=C(N=C(N)N1N)[N+]([O-])=O,-580.7287644,4.582705556,8.4034,1.662,1.662,20.752,868.4713376,6.99398011,20.65838938
637,molecule_01016.xyz,CC1=C(N)C(=NN1N)[N+]([O-])=O,-580.7091468,3.873299144,5.9811,1.554,1.554,37.2,973.2356688,6.876321792,19.1191118
638,molecule_01017.xyz,CC1=C(N=C(N)N1O)[N+]([O-])=O,-600.5675577,4.41644268,7.6516,1.71,1.71,-7.19,1051.943038,6.03310244,15.64868018
639,molecule_01018.xyz,CC1=C(N)C(=NN1O)[N+]([O-])=O,-600.5464387,4.045548572,5.8311,1.634,1.634,9.102,1155.056962,5.986486628,14.97252985
640,molecule_01019.xyz,CC1=C(OC(=N)N=C1)[N+]([O-])=O,-583.3255805,3.547576292,5.1599,1.548,1.548,-0.976,774.2451613,4.994062676,10.05887283
641,molecule_01020.xyz,CC1=CN=C(C(=N)O1)[N+]([O-])=O,-583.32518,4.221335508,7.062,1.526,1.526,-1.616,770.116129,4.940040268,9.74889363
642,molecule_01021.xyz,CC1=CN=C(C(=O)N1)[N+]([O-])=O,-583.3670837,4.216709536,8.6522,1.596,1.596,-30.4,584.4129032,4.751366661,9.289531829
643,molecule_01025.xyz,CN1OC(=O)C(C)=C1[N+]([O-])=O,-604.3904443,3.648803444,1.8015,1.529,1.529,-52.102,470.0506329,4.329239451,7.497024276
644,molecule_01026.xyz,CC1=C(O)OC(=C1N)[N+]([O-])=O,-604.4364471,4.39331282,5.9656,1.689,1.689,-90.27,228.4810127,3.86649089,6.378021546
645,molecule_01027.xyz,CC1=CN(C=O)C(=N1)[N+]([O-])=O,-583.360906,4.259431748,3.476,1.522,1.522,-21.064,644.6451613,4.716980616,8.872741389
646,molecule_01028.xyz,CC1=C(NC(=O)N1N)[N+]([O-])=O,-600.6144486,3.922007908,3.9602,1.598,1.598,-31.385,898.8101266,5.538386714,12.63213942
647,molecule_01029.xyz,CC1=C(NC(=O)N1O)[N+]([O-])=O,-620.4485944,3.882823204,3.0204,1.663,1.663,-56.715,108.4402516,3.5506453,5.326323278
648,molecule_01030.xyz,CC1=CNC(=O)N=C1[N+]([O-])=O,-583.3734455,4.246914412,7.3561,1.613,1.613,-35.272,552.9806452,4.719830359,9.22979075
649,molecule_01031.xyz,CC1=CN(C=O)N=C1[N+]([O-])=O,-583.3504445,5.010471908,3.2426,1.512,1.512,-14.342,688.0129032,4.773461712,9.046280064
650,molecule_01033.xyz,CC1=C(OC(O)=C1N)[N+]([O-])=O,-604.4199499,3.892075148,5.8904,1.669,1.669,-79.101,299.1708861,4.102385341,7.126461818
651,molecule_01034.xyz,CC1=CNC(=NC1=O)[N+]([O-])=O,-583.3697128,3.873299144,6.5667,1.638,1.638,-33.821,562.3419355,4.78941997,9.598341231
652,molecule_01035.xyz,CC1=C(NC(=N)N1N)[N+]([O-])=O,-580.716966,3.423763512,5.7497,1.565,1.565,32.338,942.2675159,6.853251682,19.07974071
653,molecule_01036.xyz,CC1=C(NC(=N)N1O)[N+]([O-])=O,-600.5578727,3.5239022,3.1025,1.607,1.607,3.918,1122.246835,5.876738998,14.27464545
654,molecule_01037.xyz,CC1=CNC(=O)C(=N1)[N+]([O-])=O,-583.364317,4.120924704,7.8811,1.597,1.597,-28.987,593.5290323,4.771804761,9.373439289
655,molecule_01038.xyz,CC1=CNN=C(C1=O)[N+]([O-])=O,-583.3333231,4.64774128,8.3084,1.635,1.635,-11.023,709.4258065,5.069533222,10.74130776
656,molecule_01039.xyz,CC1=C(NN=NC1=N)[N+]([O-])=O,-579.4674646,3.47764248,0.4955,1.555,1.555,77.609,1246.496774,7.004697075,19.84810334
657,molecule_01040.xyz,CC1=C(NN(N)C1=N)[N+]([O-])=O,-580.6744732,3.299134384,3.3717,1.532,1.532,61.757,1129.649682,7.069772769,20.01917139
658,molecule_01041.xyz,CC1=C(NN=NC1=O)[N+]([O-])=O,-599.3438225,3.53342626,2.8429,1.681,1.681,20.678,572.1089744,5.452628201,12.64652539
659,molecule_01042.xyz,CC1=C(NN(N)C1=O)[N+]([O-])=O,-600.562457,3.553018612,2.1156,1.58,1.58,1.69,1108.14557,5.791626872,13.71203658
660,molecule_01043.xyz,CC1=C(NN(O)C1=N)[N+]([O-])=O,-600.5130621,3.394919216,1.584,1.56,1.56,35.715,1323.493671,6.0030046,14.60829442
661,molecule_01044.xyz,CC1=C(NN(O)C1=O)[N+]([O-])=O,-620.3970139,3.53206568,0.4305,1.629,1.629,-22.259,325.1446541,4.606966002,8.849693774
662,molecule_01045.xyz,CC1=C(NOC1=NN)[N+]([O-])=O,-600.5145662,2.825652544,3.4214,1.554,1.554,32.662,1304.170886,5.965566161,14.38992934
663,molecule_01046.xyz,CC1=C(NOC1=NO)[N+]([O-])=O,-620.3551535,3.009058728,2.7696,1.613,1.613,4.364,492.5849057,5.077021316,10.67965074
664,molecule_01047.xyz,CC1=CN=NC(=C1O)[N+]([O-])=O,-583.3413656,3.941056028,5.0132,1.553,1.553,-8.22,727.5096774,4.927539856,9.813647488
665,molecule_01048.xyz,CC1=C(N)N=C(N1N)[N+]([O-])=O,-580.7211529,3.4966906,5.7829,1.547,1.547,29.922,926.8789809,6.772467381,18.49050699
666,molecule_01049.xyz,CC1=C(N)N=C(N1O)[N+]([O-])=O,-600.5657302,3.456145316,5.7624,1.605,1.605,-1.249,1089.544304,5.828540829,14.03013671
667,molecule_01050.xyz,CC1=CN=NC(O)=C1[N+]([O-])=O,-583.3338909,4.28038468,2.2153,1.555,1.555,-5.025,748.1225806,4.966352186,9.977352666
668,molecule_01051.xyz,CC1=C(N(C=O)N=C1)[N+]([O-])=O,-583.3376413,4.889108172,4.7596,1.518,1.518,-6.193,740.5870968,4.874938003,9.460188033
669,molecule_01052.xyz,CC1=C(N=NN1C=N)[N+]([O-])=O,-579.4911843,5.470347948,6.4595,1.568,1.568,60.383,1135.36129,6.881330841,19.26068836
670,molecule_01053.xyz,CC1=C(N=NN1C=O)[N+]([O-])=O,-599.3672025,5.372658304,4.0205,1.607,1.607,9.26,498.9166667,5.110046172,10.79299989
671,molecule_01054.xyz,CC1=C(N=NN1N=C)[N+]([O-])=O,-579.4582273,5.497287432,6.2724,1.524,1.524,83.339,1283.464516,6.961952395,19.34525743
